negation,formalization
"['tidak_bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak_punya', 'alat', 'pantau', 'polusi', 'udara', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']","['tidak_bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak_punya', 'alat', 'pantau', 'polusi', 'udara', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']"
"['prabowo', 'sindir', 'anies', 'baswedan', 'apbd', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'pimpin', 'jakarta', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']","['prabowo', 'sindir', 'anies', 'baswedan', 'anggaran pendapatan dan belanja daerah', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'pimpin', 'jakarta', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']"
"['itu', 'yang', 'bilang', 'anies', 'modal', 'kata', 'doang', 'tapi', 'pacar', 'di', 'eco', 'park', 'tebet', 'musuhin', 'aja']","['itu', 'yang', 'bilang', 'anies', 'modal', 'kata', 'doang', 'tapi', 'pacar', 'di', 'eco', 'park', 'tebet', 'musuhin', 'saja']"
"['imanlagi', 'tapi', 'sayang', 'banyak', 'msh', 'dukung', 'anies', 'yg', 'dateng', 'mas', 'baru', 'yg', 'di', 'lampung', 'kemaren', 'berani', 'bgt', 'tapi', 'ya', 'mereka', 'juga', 'kayak', 'bisa', 'bilang', 'takut', 'sih', 'kalo', 'hadepan', 'lgsg', 'buat', 'desak', 'anies', 'wkwk']","['imanlagi', 'tapi', 'sayang', 'banyak', 'masih', 'dukung', 'anies', 'yang', 'dateng', 'mas', 'baru', 'yang', 'di', 'lampung', 'kemarin', 'berani', 'banget', 'tapi', 'iya', 'mereka', 'juga', 'kayak', 'bisa', 'bilang', 'takut', 'sih', 'kalau', 'hadepan', 'langsung', 'buat', 'desak', 'anies', 'tertawa']"
"['nur', 'jansen', 'jsp', 'pdemokrat', 'anies', 'dan', 'pks']","['nur', 'jansen', 'jsp', 'pdemokrat', 'anies', 'dan', 'pks']"
"['gerindra', 'bantah', 'soal', 'anies', 'bilang', 'prabowo', 'bisnis', 'macet', 'gegara', 'jadi', 'oposisi']","['gerindra', 'bantah', 'soal', 'anies', 'bilang', 'prabowo', 'bisnis', 'macet', 'gegara', 'jadi', 'oposisi']"
"['dhemit', 'is', 'back', 'anies', 'ikut', 'dalam', 'kubur', 'harun', 'tahun', 'ada', 'berita', 'itu', 'apakah', 'masih', 'kata', 'hoax', 'padahal', 'beliau', 'ikut', 'dalam', 'kubur']","['dhemit', 'is', 'kembali', 'anies', 'ikut', 'dalam', 'kubur', 'harun', 'tahun', 'ada', 'berita', 'itu', 'apakah', 'masih', 'kata', 'isu bohong', 'padahal', 'beliau', 'ikut', 'dalam', 'kubur']"
"['anies', 'baswedan', 'jawab', 'tanya', 'debat', 'dengan', 'bukti', 'nyata', 'kerja', 'yang', 'sangat', 'muas']","['anies', 'baswedan', 'jawab', 'tanya', 'debat', 'dengan', 'bukti', 'nyata', 'kerja', 'yang', 'sangat', 'muas']"
"['kangmaspri', 'tobenaccro', 'anies', 'tuh', 'cerdas', 'utama', 'soal', 'janji', 'transportasi', 'jaklingko', 'dan', 'mau', 'rekrut', 'pak', 'iganisus', 'pula', 'pilih', 'dia', 'sudah', 'banyak', 'tadi', 'nya', 'kurang', 'bijak', 'aja', 'kenapa', 'harus', 'bawa', 'ulama', 'gimana', 'kalo', 'pendeta', 'pastor', 'pimpin', 'agama', 'lain', 'juga', 'di', 'timbang', 'opini', 'nya', 'kenapa', 'hanya', 'cuman', 'ulama']","['kangmaspri', 'tobenaccro', 'anies', 'tuh', 'cerdas', 'utama', 'soal', 'janji', 'transportasi', 'jaklingko', 'dan', 'mau', 'rekrut', 'pak', 'iganisus', 'pula', 'pilih', 'dia', 'sudah', 'banyak', 'tadi', 'nya', 'kurang', 'bijak', 'saja', 'kenapa', 'harus', 'bawa', 'ulama', 'bagaimana', 'kalau', 'pendeta', 'pastor', 'pimpin', 'agama', 'lain', 'juga', 'di', 'timbang', 'opini', 'nya', 'kenapa', 'hanya', 'cuman', 'ulama']"
"['dahnilanzar', 'karakter', 'wowo', 'vs', 'anies', 'jauh', 'lah', 'bang', 'mbok', 'legowo', 'aja', 'anies', 'dapat', 'simpati', 'publik', 'luas', 'sedang', 'wowo', 'balik', 'sederhana', 'itu', 'paham', 'jgn', 'sampai', 'kita', 'jd', 'parasocial', 'relationship', 'disorder']","['dahnilanzar', 'karakter', 'wowo', 'vs', 'anies', 'jauh', 'lah', 'bang', 'mbok', 'legowo', 'saja', 'anies', 'dapat', 'simpati', 'publik', 'luas', 'sedang', 'wowo', 'balik', 'sederhana', 'itu', 'paham', 'jangan', 'sampai', 'kita', 'jadi', 'parasocial', 'relationship', 'disorder']"
"['savicali', 'kalau', 'kita', 'tidak_bisa', 'kerja', 'di', 'bidang', 'nya', 'tapi', 'jago', 'nyindir', 'orang', 'lain', 'anies']","['savicali', 'kalau', 'kita', 'tidak_bisa', 'kerja', 'di', 'bidang', 'nya', 'tapi', 'jago', 'nyindir', 'orang', 'lain', 'anies']"
"['andre', 'rosiade', 'paragraf', 'satu', 'udah', 'dijelasin', 'sama', 'pa', 'anies', 'sendiri', 'tonton', 'geh', 'video', 'biar', 'paham', 'konteks', 'ape', 'ditelen', 'mentah', 'paragraf', 'dua', 'itu', 'nama', 'pamrih', 'kata', 'paling', 'ikhlas', 'ko', 'ungkit', 'lagi', 'ko', 'nyapres', 'lagi', 'paragraf', 'tiga', 'etika', 'kata', 'bro', 'awokwokwok', 'mending', 'ngaca', 'dulu', 'dah']","['andre', 'rosiade', 'paragraf', 'satu', 'sudah', 'dijelasin', 'sama', 'pembimbing akademik', 'anies', 'sendiri', 'tonton', 'geh', 'video', 'biar', 'paham', 'konteks', 'apa', 'ditelen', 'mentah', 'paragraf', 'dua', 'itu', 'nama', 'pamrih', 'kata', 'paling', 'ikhlas', 'ko', 'ungkit', 'lagi', 'ko', 'nyapres', 'lagi', 'paragraf', 'tiga', 'etika', 'kata', 'saudara laki laki', 'awokwokwok', 'lebih baik', 'ngaca', 'dulu', 'sudah']"
"['tidak_bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak_punya', 'alat', 'pantau', 'polusi', 'udara', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']","['tidak_bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak_punya', 'alat', 'pantau', 'polusi', 'udara', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']"
"['prabowo', 'sindir', 'anies', 'baswedan', 'apbd', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'pimpin', 'jakarta', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']","['prabowo', 'sindir', 'anies', 'baswedan', 'anggaran pendapatan dan belanja daerah', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'pimpin', 'jakarta', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']"
"['aldapstsr', 'oh', 'itu', 'anak', 'anies', 'emang', 'cantik', 'banget', 'senyum', 'apalagi']","['aldapstsr', 'oh', 'itu', 'anak', 'anies', 'emang', 'cantik', 'banget', 'senyum', 'apalagi']"
"['anies', 'selalu', 'komitmen', 'untuk', 'wujud', 'ubah', 'positif', 'demi', 'baik', 'masyarakat', 'dan', 'negara']","['anies', 'selalu', 'komitmen', 'untuk', 'wujud', 'ubah', 'positif', 'demi', 'baik', 'masyarakat', 'dan', 'negara']"
"['menang', 'anies', 'di', 'gub', 'dki', 'di', 'klaim', 'penuh', 'oleh', 'prabowo', 'dan', 'gerindra', 'baik', 'dari', 'dukung', 'dan', 'modal', 'logistik', 'turut', 'andre', 'rosiade', 'sungguh', 'sombong', 'dengan', 'hilang', 'jasa', 'dari', 'partai', 'lain', 'rawan', 'dan', 'rakyat', 'dki', 'di', 'pilgub', 'dki', 'mereka', 'lebih', 'jasa']","['menang', 'anies', 'di', 'gub', 'dki', 'di', 'klaim', 'penuh', 'oleh', 'prabowo', 'dan', 'gerindra', 'baik', 'dari', 'dukung', 'dan', 'modal', 'logistik', 'turut', 'andre', 'rosiade', 'sungguh', 'sombong', 'dengan', 'hilang', 'jasa', 'dari', 'partai', 'lain', 'rawan', 'dan', 'rakyat', 'dki', 'di', 'pilgub', 'dki', 'mereka', 'lebih', 'jasa']"
"['lama', 'masa', 'jabat', 'bagai', 'gubernur', 'anies', 'telah', 'pimpin', 'bagai', 'proyek', 'bangun', 'untuk', 'sejahtera', 'rakyat']","['lama', 'masa', 'jabat', 'bagai', 'gubernur', 'anies', 'telah', 'pimpin', 'bagai', 'proyek', 'bangun', 'untuk', 'sejahtera', 'rakyat']"
"['anies', 'baswedan', 'ajak', 'warga', 'untuk', 'tunjuk', 'kuat', 'bangsa', 'dengan', 'semangat', 'juang']","['anies', 'baswedan', 'ajak', 'warga', 'untuk', 'tunjuk', 'kuat', 'bangsa', 'dengan', 'semangat', 'juang']"
"['pikir', 'anies', 'dalam', 'debat', 'perdana', 'tidak_sedikit', 'yang', 'mampu', 'cipta', 'ubah', 'positif', 'di', 'masyarakat']","['pikir', 'anies', 'dalam', 'debat', 'perdana', 'tidak_sedikit', 'yang', 'mampu', 'cipta', 'ubah', 'positif', 'di', 'masyarakat']"
"['ndaphie', 'ekowboy', 'anies', 'angkat', 'alis', 'nggak', 'ada', 'dan', 'nggak', 'pernah', 'yg', 'ada', 'itu', 'guna', 'fakedeep', 'aidasar', 'para', 'buzzer', 'polri', 'suka', 'buat', 'fitnah']","['ndaphie', 'ekowboy', 'anies', 'angkat', 'alis', 'tidak', 'ada', 'dan', 'tidak', 'pernah', 'yang', 'ada', 'itu', 'guna', 'fakedeep', 'aidasar', 'para', 'buzzer', 'polri', 'suka', 'buat', 'fitnah']"
"['anies', 'jd', 'gubernur', 'dan', 'ikut', 'pilpres', 'krn', 'ada', 'prabowo', 'anies', 'calon', 'nasdem', 'apa', 'salah', 'nasdem', 'jeli', 'krn', 'negara', 'butuh', 'sosok', 'seperti', 'anies', 'dan', 'rakyat', 'ingin', 'ubah', 'untuk', 'adil', 'sosial', 'bagi', 'seluruh', 'rakyat', 'indonesia']","['anies', 'jadi', 'gubernur', 'dan', 'ikut', 'pilpres', 'karena', 'ada', 'prabowo', 'anies', 'calon', 'nasdem', 'apa', 'salah', 'nasdem', 'jeli', 'karena', 'negara', 'butuh', 'sosok', 'seperti', 'anies', 'dan', 'rakyat', 'ingin', 'ubah', 'untuk', 'adil', 'sosial', 'bagi', 'seluruh', 'rakyat', 'indonesia']"
"['dengan', 'bagai', 'inisiatif', 'dalam', 'kembang', 'jakarta', 'anies', 'telah', 'jadi', 'contoh', 'nyata', 'bagi', 'banyak', 'orang']","['dengan', 'bagai', 'inisiatif', 'dalam', 'kembang', 'jakarta', 'anies', 'telah', 'jadi', 'contoh', 'nyata', 'bagi', 'banyak', 'orang']"
"['kumpar', 'aniesbaswedan', 'ordal', 'anies', 'profesional', 'dan', 'integritas']","['kumpar', 'aniesbaswedan', 'ordal', 'anies', 'profesional', 'dan', 'integritas']"
"['paltiwest', 'dee', 'anies', 'baswedan', 'dan', 'muhaimin', 'iskandar', 'dong', 'untuk', 'indonesia', 'lebih', 'baik']","['paltiwest', 'dee', 'anies', 'baswedan', 'dan', 'muhaimin', 'iskandar', 'dong', 'untuk', 'indonesia', 'lebih', 'baik']"
"['dalam', 'debat', 'ada', 'banyak', 'buah', 'pikir', 'anies', 'yang', 'pada', 'akhir', 'memang', 'benar', 'benar', 'manfaat', 'untuk', 'cerdas', 'warga', 'negara']","['dalam', 'debat', 'ada', 'banyak', 'buah', 'pikir', 'anies', 'yang', 'pada', 'akhir', 'memang', 'benar', 'benar', 'manfaat', 'untuk', 'cerdas', 'warga', 'negara']"
"['saludosparatii', 'fullmoonfolks', 'udah', 'rahasia', 'umum', 'lah', 'tidak_usah', 'tutup', 'bagaimana', 'anies', 'nikmat', 'politik', 'identitas', 'ini', 'dia', 'betul', 'betul', 'ambil', 'untung']","['saludosparatii', 'fullmoonfolks', 'sudah', 'rahasia', 'umum', 'lah', 'tidak_perlu', 'tutup', 'bagaimana', 'anies', 'nikmat', 'politik', 'identitas', 'ini', 'dia', 'betul', 'betul', 'ambil', 'untung']"
"['anies', 'baswedan', 'tuding', 'capres', 'banyak', 'janji', 'timnas', 'amin', 'janji', 'kita', 'ukur']","['anies', 'baswedan', 'tuding', 'capres', 'banyak', 'janji', 'timnas', 'aamiin', 'janji', 'kita', 'ukur']"
"['raden', 'mas', 'budi', 'heraloebss', 'hanya', 'org', 'cerdas', 'yg', 'paham', 'apa', 'yg', 'sampai', 'pak', 'anies', 'tapi', 'klo', 'otak', 'cetek', 'males', 'mikir', 'pasti', 'nilai', 'njelimet']","['raden', 'mas', 'budi', 'heraloebss', 'hanya', 'orang', 'cerdas', 'yang', 'paham', 'apa', 'yang', 'sampai', 'pak', 'anies', 'tapi', 'kalau', 'otak', 'cetek', 'males', 'mikir', 'pasti', 'nilai', 'njelimet']"
"['tidak_bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak_punya', 'alat', 'pantau', 'polusi', 'udara', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']","['tidak_bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak_punya', 'alat', 'pantau', 'polusi', 'udara', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']"
"['prabowo', 'sindir', 'anies', 'baswedan', 'apbd', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'pimpin', 'jakarta', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']","['prabowo', 'sindir', 'anies', 'baswedan', 'anggaran pendapatan dan belanja daerah', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'pimpin', 'jakarta', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']"
"['tan', 'mar', 'buzzerrp', 'paslon', 'no', 'sudah', 'habis', 'akal', '', 'amp', 'narasi', 'untuk', 'serang', 'anies', 'makanya', 'pakai', 'methode', 'fitnah', 'receh']","['tan', 'mar', 'buzzerrp', 'paslon', 'no', 'sudah', 'habis', 'akal', '', 'amp', 'narasi', 'untuk', 'serang', 'anies', 'makanya', 'pakai', 'methode', 'fitnah', 'receh']"
"['anies', 'bangun', 'jakarta', 'yang', 'lebih', 'lanjut', 'ramah', 'lingkung', 'dan', 'pasti', 'bahwa', 'tumbuh', 'kota', 'beri', 'manfaat', 'bagi', 'seluruh', 'warga']","['anies', 'bangun', 'jakarta', 'yang', 'lebih', 'lanjut', 'ramah', 'lingkung', 'dan', 'pasti', 'bahwa', 'tumbuh', 'kota', 'beri', 'manfaat', 'bagi', 'seluruh', 'warga']"
"['andre', 'rosiade', 'janji', 'sdh', 'tdk', 'tunai', 'tdk', 'nyapres', 'lama', 'masa', 'aniesbaswedan', 'jabat', 'gub', 'dki', 'kalau', 'sdh', 'selesai', 'ya', 'selesai', 'janji', 'mission', 'accomplished', 'smp', 'kpn', 'pak', 'anies', 'boleh', 'nyapres', 'kl', 'tiap', 'priode', 'prabowo', 'kalah', 'terus', '', 'amp', 'nyapres', 'terus', 'etika', 'koyol', 'tau']","['andre', 'rosiade', 'janji', 'sdh', 'tidak', 'tunai', 'tidak', 'nyapres', 'lama', 'masa', 'aniesbaswedan', 'jabat', 'gub', 'dki', 'kalau', 'sdh', 'selesai', 'iya', 'selesai', 'janji', 'mission', 'accomplished', 'smp', 'kapan', 'pak', 'anies', 'boleh', 'nyapres', 'kalau', 'tiap', 'priode', 'prabowo', 'kalah', 'terus', '', 'amp', 'nyapres', 'terus', 'etika', 'koyol', 'tahu']"
"['geloraco', 'foodeatate', 'gagal', 'pesawat', 'tempur', 'rongsok', 'hutang', 'kemenhan', 'trilyunan', 'adalah', 'bentuk', 'bengis', 'pada', 'juta', 'lebih', 'rakyat', 'indonesia', 'saya', 'saran', 'tim', 'tkn', 'tolong', 'banyak', 'cermin', 'belum', 'serang', 'pak', 'anies', 'akhlak', 'kalian', 'sudah', 'pada', 'benar', 'ya']","['geloraco', 'foodeatate', 'gagal', 'pesawat', 'tempur', 'rongsok', 'hutang', 'kemenhan', 'trilyunan', 'adalah', 'bentuk', 'bengis', 'pada', 'juta', 'lebih', 'rakyat', 'indonesia', 'saya', 'saran', 'tim', 'tkn', 'tolong', 'banyak', 'cermin', 'belum', 'serang', 'pak', 'anies', 'akhlak', 'kalian', 'sudah', 'pada', 'benar', 'iya']"
"['yogi', 'bubu', 'masakanrasako', 'tidak_bang', 'aman', 'anies', 'pernah', 'tegor', 'rijik', 'suruh', 'bayar', 'denda', 'kok', 'waktu', 'buat', 'kerumun', 'pas', 'covid', 'itu', 'bukti']","['yogi', 'tidur', 'masakanrasako', 'tidak_bang', 'aman', 'anies', 'pernah', 'tegor', 'rijik', 'suruh', 'bayar', 'denda', 'kok', 'waktu', 'buat', 'kerumun', 'pas', 'covid', 'itu', 'bukti']"
"['do', 'adoo', 'qronoz', 'gw', 'lagi', 'tidak_bahas', 'dki', 'telah', 'debat', 'jujur', 'gw', 'udah', 'lunak', 'sama', 'anies', 'dan', 'siap', 'terima', 'mungkin', 'dia', 'jadi', 'presiden', 'gw', 'ngomong', 'gitu', 'telah', 'baca', 'ttg', 'berita', 'kontrak', 'politik', 'anyway', 'seperti', 'di', 'twit', 'awal', 'gw', 'dki', 'negara']","['do', 'adoo', 'qronoz', 'saya', 'lagi', 'tidak_bahas', 'dki', 'telah', 'debat', 'jujur', 'saya', 'sudah', 'lunak', 'sama', 'anies', 'dan', 'siap', 'terima', 'mungkin', 'dia', 'jadi', 'presiden', 'saya', 'bicara', 'gitu', 'telah', 'baca', 'tentang', 'berita', 'kontrak', 'politik', 'anyway', 'seperti', 'di', 'twit', 'awal', 'saya', 'dki', 'negara']"
"['indra', 'kurnia', 'prabusantoso', 'sobat', 'anies', 'partaisocmed', 'iya', 'tapi', 'kok', 'disurvey', 'kok', 'bisa', 'unggul', 'ya']","['indra', 'kurnia', 'prabusantoso', 'sobat', 'anies', 'partaisocmed', 'iya', 'tapi', 'kok', 'disurvey', 'kok', 'bisa', 'unggul', 'iya']"
"['ch', 'chotimah', 'buni', 'yani', 'kata', 'yang', 'potong', 'video', 'pidato', 'ahok', 'adalah', 'tim', 'cybernya', 'prabowo', 'jadi', 'ketimbang', 'anies', 'yg', 'tidak_punya', 'masa', 'maka', 'yg', 'lebih', 'bertanggungjawab', 'harus', 'prabowo', 'yg', 'gera', 'kelompok', 'brutal']","['ch', 'chotimah', 'buni', 'yani', 'kata', 'yang', 'potong', 'video', 'pidato', 'ahok', 'adalah', 'tim', 'cybernya', 'prabowo', 'jadi', 'ketimbang', 'anies', 'yang', 'tidak_punya', 'masa', 'maka', 'yang', 'lebih', 'bertanggungjawab', 'harus', 'prabowo', 'yang', 'gera', 'kelompok', 'brutal']"
"['muhammad', 'saewad', 'la', 'emang', 'usung', 'anies', 'pkb', 'nasdem', 'oposisi']","['muhammad', 'saewad', 'lah', 'emang', 'usung', 'anies', 'pkb', 'nasdem', 'oposisi']"
"['bukanbuzzerrp', 'partaisocmed', 'buzzer', 'anies', 'yang', 'follower', 'ribu', 'juga', 'klo', 'tweet', 'di', 'bayar', 'ya']","['bukanbuzzerrp', 'partaisocmed', 'buzzer', 'anies', 'yang', 'follower', 'ribu', 'juga', 'kalau', 'tweet', 'di', 'bayar', 'iya']"
"['tidak_bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak_punya', 'alat', 'pantau', 'polusi', 'udara', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']","['tidak_bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak_punya', 'alat', 'pantau', 'polusi', 'udara', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']"
