tokenizing,stemming
"['tidak', 'bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak', 'mempunyai', 'alat', 'pemantau', 'polusi', 'udara', 'gacoan', 'anies', 'gempa', 'daesang', 'pagii', 'batter', 'up', 'views', 'pilihan', 'terbaik']",tidak bicara sesuai fakta anies dengan lantang sebut lampung tidak punya alat pantau polusi udara gaco anies gempa daesang pagi batter up views pilih baik
"['prabowo', 'sindir', 'anies', 'baswedan', 'apbd', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'memimpin', 'jakarta', 'gacoan', 'anies', 'gempa', 'daesang', 'pagii', 'batter', 'up', 'views', 'pilihan', 'terbaik']",prabowo sindir anies baswedan apbd paling besar tapi kok mas anies gagal pimpin jakarta gaco anies gempa daesang pagi batter up views pilih baik
"['itu', 'yang', 'bilang', 'anies', 'modal', 'kata', 'doang', 'tapi', 'pacarannya', 'di', 'eco', 'park', 'tebet', 'musuhin', 'aja']",itu yang bilang anies modal kata doang tapi pacar di eco park tebet musuhin aja
"['imanlagi', 'tapi', 'sayangnya', 'kebanyakan', 'msh', 'pendukung', 'anies', 'yg', 'dateng', 'mas', 'baru', 'yg', 'di', 'lampung', 'kemaren', 'berani', 'bgt', 'tapi', 'ya', 'mereka', 'juga', 'kayaknya', 'bisa', 'dibilang', 'takut', 'sih', 'kalo', 'hadepan', 'lgsg', 'buat', 'desak', 'anies', 'wkwk']",imanlagi tapi sayang banyak msh dukung anies yg dateng mas baru yg di lampung kemaren berani bgt tapi ya mereka juga kayak bisa bilang takut sih kalo hadepan lgsg buat desak anies wkwk
"['nur', 'jansen', 'jsp', 'pdemokrat', 'anies', 'dan', 'pks']",nur jansen jsp pdemokrat anies dan pks
"['gerindra', 'bantah', 'soal', 'anies', 'bilang', 'prabowo', 'bisnisnya', 'macet', 'gegara', 'jadi', 'oposisi']",gerindra bantah soal anies bilang prabowo bisnis macet gegara jadi oposisi
"['dhemit', 'is', 'back', 'anies', 'ikut', 'dalam', 'menguburkan', 'harun', 'tahun', 'ada', 'beritanya', 'itu', 'apakah', 'masih', 'dikatakan', 'hoax', 'padahal', 'beliau', 'ikut', 'dalam', 'penguburannya']",dhemit is back anies ikut dalam kubur harun tahun ada berita itu apakah masih kata hoax padahal beliau ikut dalam kubur
"['anies', 'baswedan', 'menjawab', 'pertanyaan', 'debat', 'dengan', 'bukti', 'nyata', 'kinerja', 'yang', 'sangat', 'memuaskan']",anies baswedan jawab tanya debat dengan bukti nyata kerja yang sangat muas
"['kangmaspri', 'tobenaccro', 'anies', 'tuh', 'cerdas', 'terutama', 'soal', 'janji', 'transportasi', 'jaklingko', 'dan', 'mau', 'rekrut', 'pak', 'iganisus', 'pula', 'pemilih', 'dia', 'sudah', 'banyak', 'tadi', 'nya', 'kurang', 'bijak', 'aja', 'kenapa', 'harus', 'bawa', 'ulama', 'gimana', 'kalo', 'pendeta', 'pastor', 'pemimpin', 'agama', 'lain', 'juga', 'di', 'pertimbangkan', 'opini', 'nya', 'kenapa', 'hanya', 'cuman', 'ulama']",kangmaspri tobenaccro anies tuh cerdas utama soal janji transportasi jaklingko dan mau rekrut pak iganisus pula pilih dia sudah banyak tadi nya kurang bijak aja kenapa harus bawa ulama gimana kalo pendeta pastor pimpin agama lain juga di timbang opini nya kenapa hanya cuman ulama
"['dahnilanzar', 'karakter', 'wowo', 'vs', 'anies', 'jauhlah', 'lah', 'bang', 'mbok', 'legowo', 'aja', 'anies', 'dapat', 'simpati', 'publik', 'meluas', 'sedang', 'wowo', 'sebaliknya', 'sesederhana', 'itu', 'dipahaminya', 'jgn', 'sampai', 'kita', 'jd', 'parasocial', 'relationship', 'disorder']",dahnilanzar karakter wowo vs anies jauh lah bang mbok legowo aja anies dapat simpati publik luas sedang wowo balik sederhana itu paham jgn sampai kita jd parasocial relationship disorder
"['savicali', 'kalau', 'kita', 'ga', 'bisa', 'kerja', 'di', 'bidang', 'nya', 'tapi', 'jago', 'nyindir', 'orang', 'lain', 'anies']",savicali kalau kita ga bisa kerja di bidang nya tapi jago nyindir orang lain anies
"['andre', 'rosiade', 'paragraf', 'satu', 'udah', 'dijelasin', 'sama', 'pa', 'anies', 'sendiri', 'tonton', 'geh', 'videonya', 'biar', 'paham', 'konteks', 'ape', 'ditelen', 'mentah', 'paragraf', 'kedua', 'itu', 'namanya', 'pamrih', 'katanya', 'paling', 'ikhlas', 'ko', 'diungkit', 'lagi', 'ko', 'nyapres', 'lagi', 'paragraf', 'ketiga', 'etika', 'katanya', 'bro', 'awokwokwok', 'mending', 'ngaca', 'dulu', 'dah']",andre rosiade paragraf satu udah dijelasin sama pa anies sendiri tonton geh video biar paham konteks ape ditelen mentah paragraf dua itu nama pamrih kata paling ikhlas ko ungkit lagi ko nyapres lagi paragraf tiga etika kata bro awokwokwok mending ngaca dulu dah
"['tidak', 'bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak', 'mempunyai', 'alat', 'pemantau', 'polusi', 'udara', 'gacoan', 'anies', 'gempa', 'daesang', 'pagii', 'batter', 'up', 'views', 'pilihan', 'terbaik']",tidak bicara sesuai fakta anies dengan lantang sebut lampung tidak punya alat pantau polusi udara gaco anies gempa daesang pagi batter up views pilih baik
"['prabowo', 'sindir', 'anies', 'baswedan', 'apbd', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'memimpin', 'jakarta', 'gacoan', 'anies', 'gempa', 'daesang', 'pagii', 'batter', 'up', 'views', 'pilihan', 'terbaik']",prabowo sindir anies baswedan apbd paling besar tapi kok mas anies gagal pimpin jakarta gaco anies gempa daesang pagi batter up views pilih baik
"['aldapstsr', 'oh', 'itu', 'anaknya', 'anies', 'emang', 'cantik', 'banget', 'senyumnya', 'apalagi']",aldapstsr oh itu anak anies emang cantik banget senyum apalagi
"['anies', 'selalu', 'berkomitmen', 'untuk', 'mewujudkan', 'perubahan', 'positif', 'demi', 'kebaikan', 'masyarakatnya', 'dan', 'negaranya']",anies selalu komitmen untuk wujud ubah positif demi baik masyarakat dan negara
"['kemenangan', 'anies', 'di', 'gub', 'dki', 'di', 'klaim', 'penuh', 'oleh', 'prabowo', 'dan', 'gerindra', 'baik', 'dari', 'dukungan', 'dan', 'modal', 'logistik', 'menurut', 'andre', 'rosiade', 'sungguh', 'kesombongan', 'dengan', 'menghilangkan', 'jasa', 'dari', 'partai', 'lain', 'relawan', 'dan', 'rakyat', 'dki', 'di', 'pilgub', 'dki', 'mereka', 'lebih', 'berjasa']",menang anies di gub dki di klaim penuh oleh prabowo dan gerindra baik dari dukung dan modal logistik turut andre rosiade sungguh sombong dengan hilang jasa dari partai lain rawan dan rakyat dki di pilgub dki mereka lebih jasa
"['selama', 'masa', 'jabatannya', 'sebagai', 'gubernur', 'anies', 'telah', 'memimpin', 'berbagai', 'proyek', 'pembangunan', 'untuk', 'kesejahteraan', 'rakyatnya']",lama masa jabat bagai gubernur anies telah pimpin bagai proyek bangun untuk sejahtera rakyat
"['anies', 'baswedan', 'mengajak', 'warganya', 'untuk', 'menunjukkan', 'kekuatan', 'bangsa', 'dengan', 'semangat', 'perjuangan']",anies baswedan ajak warga untuk tunjuk kuat bangsa dengan semangat juang
"['pemikiran', 'anies', 'dalam', 'debat', 'perdananya', 'tidak', 'sedikit', 'yang', 'mampu', 'menciptakan', 'perubahan', 'positif', 'di', 'masyarakat']",pikir anies dalam debat perdana tidak sedikit yang mampu cipta ubah positif di masyarakat
"['ndaphie', 'ekowboy', 'anies', 'angkat', 'alis', 'nggak', 'ada', 'dan', 'nggak', 'pernah', 'yg', 'ada', 'itu', 'menggunakan', 'fakedeep', 'aidasar', 'para', 'buzzer', 'polri', 'sukanya', 'buat', 'fitnah']",ndaphie ekowboy anies angkat alis nggak ada dan nggak pernah yg ada itu guna fakedeep aidasar para buzzer polri suka buat fitnah
"['anies', 'jd', 'gubernur', 'dan', 'ikut', 'pilpres', 'krn', 'ada', 'prabowo', 'anies', 'dicalonkan', 'nasdem', 'apa', 'salahnya', 'nasdem', 'jeli', 'krn', 'negara', 'butuh', 'sosok', 'seperti', 'anies', 'dan', 'rakyat', 'ingin', 'perubahan', 'untuk', 'keadilan', 'sosial', 'bagi', 'seluruh', 'rakyat', 'indonesia']",anies jd gubernur dan ikut pilpres krn ada prabowo anies calon nasdem apa salah nasdem jeli krn negara butuh sosok seperti anies dan rakyat ingin ubah untuk adil sosial bagi seluruh rakyat indonesia
"['dengan', 'berbagai', 'inisiatifnya', 'dalam', 'mengembangkan', 'jakarta', 'anies', 'telah', 'menjadi', 'contoh', 'nyata', 'bagi', 'banyak', 'orang']",dengan bagai inisiatif dalam kembang jakarta anies telah jadi contoh nyata bagi banyak orang
"['kumparan', 'aniesbaswedan', 'ordal', 'anies', 'profesional', 'dan', 'berintegritas']",kumpar aniesbaswedan ordal anies profesional dan integritas
"['paltiwest', 'dee', 'anies', 'baswedan', 'dan', 'muhaimin', 'iskandar', 'dong', 'untuk', 'indonesia', 'lebih', 'baik']",paltiwest dee anies baswedan dan muhaimin iskandar dong untuk indonesia lebih baik
"['dalam', 'debat', 'ada', 'banyak', 'buah', 'pemikiran', 'anies', 'yang', 'pada', 'akhirnya', 'memang', 'benar', 'benar', 'bermanfaat', 'untuk', 'pencerdasan', 'warga', 'negara']",dalam debat ada banyak buah pikir anies yang pada akhir memang benar benar manfaat untuk cerdas warga negara
"['saludosparatii', 'fullmoonfolks', 'udah', 'rahasia', 'umum', 'lah', 'ga', 'usah', 'ditutupi', 'bagaimana', 'anies', 'menikmati', 'politik', 'identitas', 'ini', 'dia', 'betul', 'betul', 'ambil', 'untung']",saludosparatii fullmoonfolks udah rahasia umum lah ga usah tutup bagaimana anies nikmat politik identitas ini dia betul betul ambil untung
"['anies', 'baswedan', 'dituding', 'capres', 'banyak', 'janji', 'timnas', 'amin', 'janji', 'kita', 'terukur']",anies baswedan tuding capres banyak janji timnas amin janji kita ukur
"['raden', 'mas', 'budi', 'heraloebss', 'hanya', 'org', 'cerdas', 'yg', 'paham', 'apa', 'yg', 'disampaikan', 'pak', 'anies', 'tapi', 'klo', 'otaknya', 'cetek', 'males', 'mikir', 'pasti', 'penilaiannya', 'njelimet']",raden mas budi heraloebss hanya org cerdas yg paham apa yg sampai pak anies tapi klo otak cetek males mikir pasti nilai njelimet
"['tidak', 'bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak', 'mempunyai', 'alat', 'pemantau', 'polusi', 'udara', 'gacoan', 'anies', 'gempa', 'daesang', 'pagii', 'batter', 'up', 'views', 'pilihan', 'terbaik']",tidak bicara sesuai fakta anies dengan lantang sebut lampung tidak punya alat pantau polusi udara gaco anies gempa daesang pagi batter up views pilih baik
"['prabowo', 'sindir', 'anies', 'baswedan', 'apbd', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'memimpin', 'jakarta', 'gacoan', 'anies', 'gempa', 'daesang', 'pagii', 'batter', 'up', 'views', 'pilihan', 'terbaik']",prabowo sindir anies baswedan apbd paling besar tapi kok mas anies gagal pimpin jakarta gaco anies gempa daesang pagi batter up views pilih baik
"['tan', 'mar', 'buzzerrp', 'paslon', 'no', 'sudah', 'kehabisan', 'akal', '&', 'amp', 'narasi', 'untuk', 'serang', 'anies', 'makanya', 'pakai', 'methode', 'fitnah', 'recehan']",tan mar buzzerrp paslon no sudah habis akal  amp narasi untuk serang anies makanya pakai methode fitnah receh
"['anies', 'membangun', 'jakarta', 'yang', 'lebih', 'berkelanjutan', 'ramah', 'lingkungan', 'dan', 'memastikan', 'bahwa', 'pertumbuhan', 'kota', 'memberikan', 'manfaat', 'bagi', 'seluruh', 'warga']",anies bangun jakarta yang lebih lanjut ramah lingkung dan pasti bahwa tumbuh kota beri manfaat bagi seluruh warga
"['andre', 'rosiade', 'janji', 'sdh', 'tdk', 'ditunaikan', 'tdk', 'nyapres', 'selama', 'masa', 'aniesbaswedan', 'jabat', 'gub', 'dki', 'kalau', 'sdh', 'selesai', 'ya', 'selesailah', 'janjinya', 'mission', 'accomplished', 'smp', 'kpn', 'pak', 'anies', 'boleh', 'nyapres', 'kl', 'tiap', 'priode', 'prabowo', 'kalah', 'terus', '&', 'amp', 'nyapres', 'terus', 'etika', 'koyol', 'tau']",andre rosiade janji sdh tdk tunai tdk nyapres lama masa aniesbaswedan jabat gub dki kalau sdh selesai ya selesai janji mission accomplished smp kpn pak anies boleh nyapres kl tiap priode prabowo kalah terus  amp nyapres terus etika koyol tau
"['geloraco', 'foodeatate', 'gagal', 'pesawat', 'tempur', 'rongsokan', 'hutang', 'kemenhan', 'trilyunan', 'adalah', 'bentuk', 'kebengisan', 'pada', 'juta', 'lebih', 'rakyat', 'indonesia', 'saya', 'sarankan', 'tim', 'tkn', 'tolong', 'banyak', 'bercermin', 'sebelum', 'menyerang', 'pak', 'anies', 'akhlak', 'kalian', 'sudah', 'pada', 'benar', 'ya']",geloraco foodeatate gagal pesawat tempur rongsok hutang kemenhan trilyunan adalah bentuk bengis pada juta lebih rakyat indonesia saya saran tim tkn tolong banyak cermin belum serang pak anies akhlak kalian sudah pada benar ya
"['yogi', 'bubu', 'masakanrasako', 'ga', 'bang', 'aman', 'anies', 'pernah', 'tegor', 'rijik', 'suruh', 'bayar', 'denda', 'kok', 'waktu', 'buat', 'kerumunan', 'pas', 'covid', 'itu', 'buktinya']",yogi bubu masakanrasako ga bang aman anies pernah tegor rijik suruh bayar denda kok waktu buat kerumun pas covid itu bukti
"['do', 'adoo', 'qronoz', 'gw', 'lagi', 'gak', 'bahas', 'dki', 'setelah', 'debat', 'jujur', 'gw', 'udah', 'melunak', 'sama', 'anies', 'dan', 'siap', 'menerima', 'kemungkinan', 'dia', 'jadi', 'presiden', 'gw', 'ngomong', 'gitu', 'setelah', 'baca', 'ttg', 'berita', 'kontrak', 'politik', 'anyway', 'seperti', 'di', 'twit', 'awal', 'gw', 'dki', 'negara']",do adoo qronoz gw lagi gak bahas dki telah debat jujur gw udah lunak sama anies dan siap terima mungkin dia jadi presiden gw ngomong gitu telah baca ttg berita kontrak politik anyway seperti di twit awal gw dki negara
"['indra', 'kurnia', 'prabusantoso', 'sobat', 'anies', 'partaisocmed', 'iya', 'tapi', 'kok', 'disurvey', 'kok', 'bisa', 'unggul', 'ya']",indra kurnia prabusantoso sobat anies partaisocmed iya tapi kok disurvey kok bisa unggul ya
"['ch', 'chotimah', 'buni', 'yani', 'mengatakan', 'yang', 'memotong', 'video', 'pidato', 'ahok', 'adalah', 'tim', 'cybernya', 'prabowo', 'jadi', 'ketimbang', 'anies', 'yg', 'tak', 'punya', 'masa', 'maka', 'yg', 'lebih', 'bertanggungjawab', 'seharusnya', 'prabowo', 'yg', 'menggerakan', 'kelompok', 'brutal']",ch chotimah buni yani kata yang potong video pidato ahok adalah tim cybernya prabowo jadi ketimbang anies yg tak punya masa maka yg lebih bertanggungjawab harus prabowo yg gera kelompok brutal
"['muhammad', 'saewad', 'la', 'emang', 'pengusung', 'anies', 'pkb', 'nasdem', 'oposisi']",muhammad saewad la emang usung anies pkb nasdem oposisi
"['bukanbuzzerrp', 'partaisocmed', 'buzzer', 'anies', 'yang', 'follower', 'ribuan', 'juga', 'klo', 'tweet', 'di', 'bayar', 'ya']",bukanbuzzerrp partaisocmed buzzer anies yang follower ribu juga klo tweet di bayar ya
"['tidak', 'bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak', 'mempunyai', 'alat', 'pemantau', 'polusi', 'udara', 'gacoan', 'anies', 'gempa', 'daesang', 'pagii', 'batter', 'up', 'views', 'pilihan', 'terbaik']",tidak bicara sesuai fakta anies dengan lantang sebut lampung tidak punya alat pantau polusi udara gaco anies gempa daesang pagi batter up views pilih baik
"['prabowo', 'sindir', 'anies', 'baswedan', 'apbd', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'memimpin', 'jakarta', 'gacoan', 'anies', 'gempa', 'daesang', 'pagii', 'batter', 'up', 'views', 'pilihan', 'terbaik']",prabowo sindir anies baswedan apbd paling besar tapi kok mas anies gagal pimpin jakarta gaco anies gempa daesang pagi batter up views pilih baik
"['chadlvn', 'arsipaja', 'anies', 'bagus', 'sebenernya', 'itu', 'kuncinya', 'sih', 'ka', 'yg', 'belakang', 'jg', 'ga', 'bisa', 'ngapa', 'in', 'kecuali', 'kalau', 'aniesnya', 'yg', 'busuk', 'baru', 'bahaya', 'kalau', 'presiden', 'skrg', 'saya', 'ga', 'berani', 'komen', 'yg', 'kasar', 'khawatir', 'knp']",chadlvn arsipaja anies bagus sebenernya itu kunci sih ka yg belakang jg ga bisa ngapa in kecuali kalau aniesnya yg busuk baru bahaya kalau presiden skrg saya ga berani komen yg kasar khawatir knp
"['bospurwa', 'gak', 'layak', 'jadi', 'presiden', 'pantesan', 'gak', 'pernah', 'menang', 'dulu', 'saya', 'dukung', 'karena', 'hanya', 'pilihan', 'sekarang', 'anies', 'paling', 'layak', 'dari', 'semuanya']",bospurwa gak layak jadi presiden pantesan gak pernah menang dulu saya dukung karena hanya pilih sekarang anies paling layak dari semua
"['taufikrendusara', 'dulu', 'sih', 'kali', 'milih', 'dia', 'sekarang', 'sih', 'udah', 'makin', 'yakin', 'pilih', 'anies']",taufikrendusara dulu sih kali milih dia sekarang sih udah makin yakin pilih anies
"['anies', 'baswedan', 'dituding', 'capres', 'banyak', 'janji', 'timnas', 'amin', 'janji', 'kita', 'terukur']",anies baswedan tuding capres banyak janji timnas amin janji kita ukur
"['anies', 'baswedan', 'dituding', 'capres', 'banyak', 'janji', 'timnas', 'amin', 'janji', 'kita', 'terukur']",anies baswedan tuding capres banyak janji timnas amin janji kita ukur
"['wkwkwk', 'pendukung', 'anies', 'kek', 'gini']",wkwkwk dukung anies kek gin
"['vivacoid', 'waktu', 'debat', 'perdana', 'pak', 'anies', 'menunjukkan', 'sebagai', 'politisi', 'yang', 'intelek', 'dengan', 'setelan', 'jas', 'dan', 'peci']",vivacoid waktu debat perdana pak anies tunjuk bagai politis yang intelek dengan setel jas dan peci
"['bungdree', 'tvonenews', 'kikysaputrii', 'aniesbaswedan', 'yg', 'disampaikan', 'kiky', 'malah', 'bagus', 'kok', 'justru', 'memuji', 'anies']",bungdree tvonenews kikysaputrii aniesbaswedan yg sampai kiky malah bagus kok justru puji anies
"['vivacoid', 'terlihat', 'dalam', 'debat', 'anies', 'selalu', 'memiliki', 'kemampuan', 'merancang', 'dan', 'menerapkan', 'solusi', 'solusi', 'kreatif']",vivacoid lihat dalam debat anies selalu milik mampu rancang dan terap solusi solusi kreatif
"['vivacoid', 'selama', 'debat', 'anies', 'memiliki', 'banyak', 'solusi', 'mengenai', 'masalah', 'ketimpangan', 'yang', 'terjadi', 'di', 'indonesia']",vivacoid lama debat anies milik banyak solusi kena masalah timpang yang jadi di indonesia
"['tidak', 'bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak', 'mempunyai', 'alat', 'pemantau', 'polusi', 'udara', 'gacoan', 'anies', 'gempa', 'daesang', 'pagii', 'batter', 'up', 'views', 'pilihan', 'terbaik']",tidak bicara sesuai fakta anies dengan lantang sebut lampung tidak punya alat pantau polusi udara gaco anies gempa daesang pagi batter up views pilih baik
"['prabowo', 'sindir', 'anies', 'baswedan', 'apbd', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'memimpin', 'jakarta', 'gacoan', 'anies', 'gempa', 'daesang', 'pagii', 'batter', 'up', 'views', 'pilihan', 'terbaik']",prabowo sindir anies baswedan apbd paling besar tapi kok mas anies gagal pimpin jakarta gaco anies gempa daesang pagi batter up views pilih baik
"['vivacoid', 'selama', 'debat', 'nya', 'anies', 'memperkenalkan', 'program', 'program', 'untuk', 'solusi', 'dari', 'masalah', 'yang', 'ada', 'seperti', 'dalam', 'penididikan', 'transportasi', 'lingkungan']",vivacoid lama debat nya anies kenal program program untuk solusi dari masalah yang ada seperti dalam penididikan transportasi lingkung
"['romeogadungan', 'seinget', 'ku', 'itu', 'yg', 'datang', 'makruf', 'amin', 'sama', 'jokowi', 'anies', 'ga', 'ada', 'datang', 'acara', 'di', 'monas']",romeogadungan seinget ku itu yg datang makruf amin sama jokowi anies ga ada datang acara di monas
"['vivacoid', 'anies', 'mendominasi', 'debat', 'pertama', 'dengan', 'retorika', 'yang', 'baik', 'dia', 'menilai', 'anies', 'punya', 'keleluasaan', 'menyerang', 'gagasan', 'dua', 'kandidat', 'lain', 'karena', 'mengusung', 'visi', 'perubahan']",vivacoid anies dominasi debat pertama dengan retorika yang baik dia nilai anies punya leluasa serang gagas dua kandidat lain karena usung visi ubah
"['di', 'ganjar', 'sama', 'prabowo', 'sama', 'ada', 'mantan', 'napi', 'korupsi', 'yang', 'jadi', 'timses', 'resmi', 'nasional', 'di', 'anies', 'ada', 'ga', 'sih']",di ganjar sama prabowo sama ada mantan napi korupsi yang jadi timses resmi nasional di anies ada ga sih
"['vivacoid', 'selama', 'debat', 'berlangsung', 'anies', 'menunjukkan', 'gambaran', 'diri', 'sebagai', 'seorang', 'yang', 'terpelajar']",vivacoid lama debat langsung anies tunjuk gambar diri bagai orang yang ajar
"['hai', 'bestie', 'disaat', 'debat', 'perdana', 'capres', 'cawapres', 'kemaren', 'malam', 'menyisakan', 'momen', 'yang', 'dramatis', 'dimana', 'sang', 'pangeran', 'lupa', 'kalau', 'dia', 'lagi', 'berada', 'di', 'area', 'mimbar', 'debat', 'bukan', 'pertandingan', 'bola', 'apalagi', 'sang', 'pangeran', 'sampai', 'ngos', 'ngosan', 'awokawokawok', 'gacoan', 'anies', 'semalem', 'ordal']",hai bestie saat debat perdana capres cawapres kemaren malam sisa momen yang dramatis mana sang pangeran lupa kalau dia lagi ada di area mimbar debat bukan tanding bola apalagi sang pangeran sampai ngos ngosan awokawokawok gaco anies semalem ordal
"['anies', 'si', 'dablek', 'habiskan', 'uang', 'negara', 'triliun', 'tapi', 'tak', 'bisa', 'atasi', 'polusi', 'jungkook', 'is', 'coming', 'olivia', 'gacoan', 'daesang', 'bangtan', 'debut', 'karina', 'wonbin', 'batter', 'up', 'views']",anies si dablek habis uang negara triliun tapi tak bisa atas polusi jungkook is coming olivia gaco daesang bangtan debut karina wonbin batter up views
