negation,formalization
"['hadir', 'raya', 'ultah', 'prabowo', 'ahy', 'moga', 'beliau', 'pilih', 'jadi', 'presiden', 'ely', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']","['hadir', 'raya', 'ultah', 'prabowo', 'ahy', 'moga', 'beliau', 'pilih', 'jadi', 'presiden', 'ely', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']"
"['hbd', 'mba', 'deasycii', 'sehat', 'sukses', 'dan', 'gemoy', 'selalu', 'satu', 'lagi', 'neh', 'min', 'gerindra', 'dukung', 'dan', 'dukung', 'pak', 'prabowo', 'ultah', 'kasih', 'ucap', 'jg', 'min']","['happy birthday', 'mbak', 'deasycii', 'sehat', 'sukses', 'dan', 'lucu', 'selalu', 'satu', 'lagi', 'neh', 'admin', 'gerindra', 'dukung', 'dan', 'dukung', 'pak', 'prabowo', 'ultah', 'kasih', 'ucap', 'juga', 'admin']"
"['yulianidiya', 'prabowo', 'subianto', 'dapat', 'banyak', 'dukung', 'dari', 'artis', 'maupun', 'konten', 'kreator', 'dekade']","['yulianidiya', 'prabowo', 'subianto', 'dapat', 'banyak', 'dukung', 'dari', 'artis', 'maupun', 'konten', 'kreator', 'dekade']"
"['basis', 'lama', 'kembali', 'elektabilitas', 'prabowo', 'makin', 'solid', 'jelang', 'pilpres', 'jl', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']","['basis', 'lama', 'kembali', 'elektabilitas', 'prabowo', 'makin', 'solid', 'jelang', 'pilpres', 'jl', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']"
"['erickthohir', 'prabowo', 'abis', 'apbn', 'buat', 'kampanye', 'mulu', 'tohir', 'emang', 'bangke']","['erickthohir', 'prabowo', 'habis', 'apbn', 'buat', 'kampanye', 'melulu', 'tohir', 'emang', 'bangkai']"
"['prabowo', 'ulang', 'tahun', 'ahy', 'doa', 'agar', 'jadi', 'presiden', 'gqr', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']","['prabowo', 'ulang', 'tahun', 'ahy', 'doa', 'agar', 'jadi', 'presiden', 'gqr', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']"
"['cawapres', 'kim', 'wewenang', 'mutlak', 'capres', 'ahy', 'demokrat', 'usul', 'khofifah', 'cawapres', 'prabowo', 'wn', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']","['cawapres', 'kim', 'wewenang', 'mutlak', 'capres', 'ahy', 'demokrat', 'usul', 'khofifah', 'cawapres', 'prabowo', 'wn', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']"
"['esawela', 'semangat', 'besar', 'pancar', 'dari', 'program', 'prioritas', 'prabowo', 'gibran', 'untuk', 'negeri', 'cinta', 'program', 'prioritaspragibs']","['esawela', 'semangat', 'besar', 'pancar', 'dari', 'program', 'prioritas', 'prabowo', 'gibran', 'untuk', 'negeri', 'cinta', 'program', 'prioritaspragibs']"
"['pak', 'prabowo', 'kata', 'partaisocmed', 'emang', 'jumat', 'mana']","['pak', 'prabowo', 'kata', 'partaisocmed', 'emang', 'jumat', 'mana']"
"['partaisocmed', 'aniesbaswedan', 'prabowo', 'rem', 'banget', 'ya', 'efek', 'asam', 'sulfat']","['partaisocmed', 'aniesbaswedan', 'prabowo', 'rem', 'banget', 'iya', 'efek', 'asam', 'sulfat']"
"['ahy', 'akan', 'juang', 'menang', 'prabowo', 'siapa', 'pun', 'cawapresnya', 'gwi', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']","['ahy', 'akan', 'juang', 'menang', 'prabowo', 'siapa', 'pun', 'cawapresnya', 'gwi', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']"
"['ahy', 'kami', 'siap', 'menang', 'prabowo', 'demokrat', 'bangkit', 'di', 'me', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']","['ahy', 'kami', 'siap', 'menang', 'prabowo', 'demokrat', 'bangkit', 'di', 'me', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']"
"['isu', 'goreng', 'tahun', 'sekali', 'yang', 'selalu', 'keluar', 'jelang', 'milu', 'tentu', 'saja', 'kalau', 'tidak_buat', 'nyerempet', 'pak', 'prabowo', 'buat', 'apalagi', 'jadi', 'jelas', 'ya', 'tanya', 'ganjar', 'hanya', 'ingin', 'diskredit', 'prabowo']","['isu', 'goreng', 'tahun', 'sekali', 'yang', 'selalu', 'keluar', 'jelang', 'milu', 'tentu', 'saja', 'kalau', 'tidak_buat', 'nyerempet', 'pak', 'prabowo', 'buat', 'apalagi', 'jadi', 'jelas', 'iya', 'tanya', 'ganjar', 'hanya', 'ingin', 'diskredit', 'prabowo']"
"['wkwkwkwkwkwk', 'kubu', 'jokowi', 'cs', 'nya', 'ahok', 'kubu', 'prabowo', 'cs', 'nya', 'jokowi', 'jokowi', 'dan', 'prabowo', 'cs', 'nya', 'habib', 'rizieq', 'anies', 'pun', 'cs', 'nya', 'habib', 'rizieq', 'dan', 'ahokers', 'saat', 'ini', 'panas', 'liat', 'habib', 'rizieq', 'dukung', 'anies', 'junjung', 'lo', 'aja', 'cs', 'nya', 'habib', 'rizieq']","['wkwkwkwkwkwk', 'kubu', 'jokowi', 'cs', 'nya', 'ahok', 'kubu', 'prabowo', 'cs', 'nya', 'jokowi', 'jokowi', 'dan', 'prabowo', 'cs', 'nya', 'habib', 'rizieq', 'anies', 'pun', 'cs', 'nya', 'habib', 'rizieq', 'dan', 'ahokers', 'saat', 'ini', 'panas', 'lihat', 'habib', 'rizieq', 'dukung', 'anies', 'junjung', 'kamu', 'saja', 'cs', 'nya', 'habib', 'rizieq']"
"['sikap', 'tegas', 'prabowo', 'bawa', 'unggul', 'di', 'jawa', 'barat', 'omn', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']","['sikap', 'tegas', 'prabowo', 'bawa', 'unggul', 'di', 'jawa', 'barat', 'omn', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']"
"['ekowboy', 'pas', 'tepat', 'pak', 'prabowo', 'satu', 'paket', 'dg', 'jokowi', 'prrsiden', 'bangga', 'rakyat', 'indonesia']","['ekowboy', 'pas', 'tepat', 'pak', 'prabowo', 'satu', 'paket', 'dg', 'jokowi', 'prrsiden', 'bangga', 'rakyat', 'indonesia']"
"['ahy', 'yakin', 'prabowo', 'pimpin', 'yang', 'prioritas', 'penting', 'bangsa', 'zxs', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']","['ahy', 'yakin', 'prabowo', 'pimpin', 'yang', 'prioritas', 'penting', 'bangsa', 'zxs', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']"
"['gibran', 'gen', 'gibran', 'tweet', 'prabowo', 'indonesia', 'bisa', 'tuju', 'indonesia', 'emas', 'sama', 'prabowo', 'gibran']","['gibran', 'gen', 'gibran', 'tweet', 'prabowo', 'indonesia', 'bisa', 'tuju', 'indonesia', 'emas', 'sama', 'prabowo', 'gibran']"
"['partaisocmed', 'prabowo', 'sila', 'ngeles', 'untuk', 'sedap', 'hati', 'gerombol', 'bebek']","['partaisocmed', 'prabowo', 'sila', 'berkilah', 'untuk', 'sedap', 'hati', 'gerombol', 'bebek']"
"['partai', 'demokrat', 'prabowo', 'sama', 'presiden', 'ke', 'dan', 'ke', 'bisa', 'jadi', 'presiden', 'ke', 'ker', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']","['partai', 'demokrat', 'prabowo', 'sama', 'presiden', 'ke', 'dan', 'ke', 'bisa', 'jadi', 'presiden', 'ke', 'ker', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']"
"['onang', 'kea', 'meipri', 'partaisocmed', 'partono', 'adjem', 'prabowo', 'achb', 'itu', 'hoax', 'asap', 'disingapura', 'ya', 'asap', 'ktp', 'orchad', 'road']","['onang', 'kea', 'meipri', 'partaisocmed', 'partono', 'adjem', 'prabowo', 'achb', 'itu', 'isu bohong', 'sesegera mungkin', 'disingapura', 'iya', 'sesegera mungkin', 'ktp', 'orchad', 'road']"
"['prabowo', 'aku', 'sosok', 'pimpin', 'daulat', 'untuk', 'indonesia', 'owt', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']","['prabowo', 'aku', 'sosok', 'pimpin', 'daulat', 'untuk', 'indonesia', 'owt', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']"
"['prabowo', 'ganjar', 'anis', 'hanya', 'prediksi']","['prabowo', 'ganjar', 'anis', 'hanya', 'prediksi']"
"['partaisocmed', 'prabowo', 'karena', 'tidak_tahan', 'goda', 'akhir', 'turun', 'kasta', 'juga', 'diri']","['partaisocmed', 'prabowo', 'karena', 'tidak_tahan', 'goda', 'akhir', 'turun', 'kasta', 'juga', 'diri']"
"['omank', 'fyibrow', 'indievdumerdeka', 'pak', 'bisa', 'tidak_fokus', 'tidak_cuma', 'di', 'food', 'estate', 'aja', 'banyak', 'kerja', 'prabowo', 'yg', 'bagus', 'tidak_pernah', 'di', 'liat', 'saya', 'kasih', 'fakta', 'deh', 'biar', 'tidak_cuma', 'salah', 'program', 'aja', 'teliti', 'prestasi', 'jadi', 'menhan', 'prabowo', 'paling', 'kompeten', 'pimpin', 'ri', 'news']","['omank', 'fyibrow', 'indievdumerdeka', 'pak', 'bisa', 'tidak_fokus', 'tidak_cuma', 'di', 'food', 'estate', 'saja', 'banyak', 'kerja', 'prabowo', 'yang', 'bagus', 'tidak_pernah', 'di', 'lihat', 'saya', 'kasih', 'fakta', 'deh', 'biar', 'tidak_cuma', 'salah', 'program', 'saja', 'teliti', 'prestasi', 'jadi', 'menhan', 'prabowo', 'paling', 'kompeten', 'pimpin', 'ri', 'news']"
"['baca', 'berita', 'detik', 'ini', 'aku', 'jd', 'ketawa', 'klau', 'pihak', 'yg', 'ada', 'backingannya', 'pak', 'lurah', 'bisa', 'ngeyel', '', 'amp', 'nyalahin', 'panitia', 'milu', 'alias', 'kpu', 'dan', 'kpu', 'nya', 'diam', 'sj', 'malah', 'ngikutin', 'mereka', 'wakil', 'ketua', 'tim', 'kampanye', 'nasional', 'tkn', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'raka', 'habiburokhman', 'bela']","['baca', 'berita', 'detik', 'ini', 'aku', 'jadi', 'ketawa', 'kalau', 'pihak', 'yang', 'ada', 'backingannya', 'pak', 'lurah', 'bisa', 'ngeyel', '', 'amp', 'nyalahin', 'panitia', 'milu', 'alias', 'kpu', 'dan', 'kpu', 'nya', 'diam', 'saja', 'bahkan', 'ngikutin', 'mereka', 'wakil', 'ketua', 'tim', 'kampanye', 'nasional', 'tkn', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'raka', 'habiburokhman', 'bela']"
"['kompastv', 'lah', 'yg', 'bilang', 'pa', 'prabowo', 'sendiri', 'kan', 'bang', 'anies', 'cuma', 'niru', 'bli', 'ko']","['kompastv', 'lah', 'yang', 'bilang', 'pembimbing akademik', 'prabowo', 'sendiri', 'kan', 'bang', 'anies', 'cuma', 'niru', 'beli', 'ko']"
"['abah', 'itu', 'karna', 'pak', 'anies', 'ada', 'modal', 'jual', 'plak', 'masa', 'gin', 'aja', 'tidak_paham', 'ingat', 'pak', 'anies', 'tidak_orang', 'partai', 'plak', 'jadi', 'ya', 'kenapa', 'prabowo', 'panggil', 'ajak', 'pak', 'anies', 'kan', 'pks', 'yg', 'bawa', 'terus', 'pak', 'prabowo', 'nyodorin', 'unno', 'kan', 'bukti', 'menang', 'di', 'pilgub', 'dki', 'masa', 'gin', 'aja', 'tidak_ngerti']","['abah', 'itu', 'karena', 'pak', 'anies', 'ada', 'modal', 'jual', 'plak', 'masa', 'gin', 'saja', 'tidak_paham', 'ingat', 'pak', 'anies', 'tidak_orang', 'partai', 'plak', 'jadi', 'iya', 'kenapa', 'prabowo', 'panggil', 'ajak', 'pak', 'anies', 'kan', 'pks', 'yang', 'bawa', 'terus', 'pak', 'prabowo', 'nyodorin', 'unno', 'kan', 'bukti', 'menang', 'di', 'pilgub', 'dki', 'masa', 'gin', 'saja', 'tidak_mengerti']"
"['mhermawanb', 'partaisocmed', 'aniesbaswedan', 'prabowo', 'mana', 'aja', 'bang', 'wkwkwk']","['mhermawanb', 'partaisocmed', 'aniesbaswedan', 'prabowo', 'mana', 'saja', 'bang', 'wkwkwk']"
"['usai', 'gabung', 'kim', 'elektabilitas', 'demokrat', 'dan', 'prabowo', 'kian', 'tingkat', '', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']","['usai', 'gabung', 'kim', 'elektabilitas', 'demokrat', 'dan', 'prabowo', 'kian', 'tingkat', '', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']"
"['keluarga', 'mk', 'bismilah', 'saja', 'yok', 'masdar', 'bahwa', 'indonesia', 'bisa', 'di', 'pimpin', 'oleh', 'prabowo', 'gibran', 'ya', 'gas', 'selalu', 'yok', 'bisa', 'yokk']","['keluarga', 'mk', 'bismilah', 'saja', 'yok', 'masdar', 'bahwa', 'indonesia', 'bisa', 'di', 'pimpin', 'oleh', 'prabowo', 'gibran', 'iya', 'laksanakan', 'selalu', 'yok', 'bisa', 'yokk']"
"['prabowo', 'main', 'isu', 'pki', 'lebih', 'dari', 'dar', 'politik', 'identitas', 'masalah', 'org', 'indonesia', 'msh', 'byk', 'yg', 'asumsi', 'komunis', 'adalah', 'konsep', 'teologi', 'tidak_ideologi', 'mudarat', 'lagi', 'selain', 'buka', 'lembar', 'luka', 'sejarah', 'juga', 'para', 'dukung', 'yg', 'tika', 'saling', 'umbar', 'aib', 'bapak', 'bangsa']","['prabowo', 'main', 'isu', 'pki', 'lebih', 'dari', 'dar', 'politik', 'identitas', 'masalah', 'orang', 'indonesia', 'masih', 'banyak', 'yang', 'asumsi', 'komunis', 'adalah', 'konsep', 'teologi', 'tidak_ideologi', 'mudarat', 'lagi', 'selain', 'buka', 'lembar', 'luka', 'sejarah', 'juga', 'para', 'dukung', 'yang', 'tika', 'saling', 'umbar', 'aib', 'bapak', 'bangsa']"
"['yanua', 'eko', 'oke', 'haekalrast', 'hariqosatria', 'dahnilanzar', 'saya', 'bicara', 'prabowo', 'bagai', 'tum', 'partai', 'tokoh', 'dan', 'capres', 'bicara', 'partai', 'arti', 'tentang', 'politik', 'seluruh', 'parpol', 'muara', 'adalah', 'kuasa', 'dan', 'tentu', 'prabowo', 'gabung', 'perintah', 'adalah', 'strategi', 'gerindra', 'skala', 'nasional', 'dan', 'internasional']","['yanua', 'eko', 'oke', 'haekalrast', 'hariqosatria', 'dahnilanzar', 'saya', 'bicara', 'prabowo', 'bagai', 'tum', 'partai', 'tokoh', 'dan', 'capres', 'bicara', 'partai', 'arti', 'tentang', 'politik', 'seluruh', 'partai politik', 'muara', 'adalah', 'kuasa', 'dan', 'tentu', 'prabowo', 'gabung', 'perintah', 'adalah', 'strategi', 'gerindra', 'skala', 'nasional', 'dan', 'internasional']"
"['micheladam', 'dhemith', 'pak', 'prabowo', 'julur', 'lidah', 'itu', 'tidak_edit', 'gemoygebrakan', 'monyet']","['micheladam', 'dhemith', 'pak', 'prabowo', 'julur', 'lidah', 'itu', 'tidak_edit', 'gemoygebrakan', 'monyet']"
"['yulianidiya', 'prabowo', 'gibran', 'tidak_cuma', 'pasang', 'tapi', 'solusi', 'buat', 'pilih', 'bimbang', 'dekade']","['yulianidiya', 'prabowo', 'gibran', 'tidak_cuma', 'pasang', 'tapi', 'solusi', 'buat', 'pilih', 'bimbang', 'dekade']"
"['dennyindrayana', 'cemberut', 'pak', 'sby', 'kyk', 'males', 'kmrn', 'wktu', 'bareng', 'sama', 'pak', 'prabowo', 'di', 'gunung', 'tidar', 'liat', 'sumringah', 'dan', 'semangat', 'bgt', 'awokkwokkwokk']","['dennyindrayana', 'cemberut', 'pak', 'sby', 'seperti', 'males', 'kemarin', 'waktu', 'bareng', 'sama', 'pak', 'prabowo', 'di', 'gunung', 'tidar', 'lihat', 'sumringah', 'dan', 'semangat', 'banget', 'awokkwokkwokk']"
"['ahy', 'instruksi', 'ke', 'seluruh', 'kader', 'demokrat', 'menang', 'prabowo', 'di', 'pilpres', 'joy', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']","['ahy', 'instruksi', 'ke', 'seluruh', 'kader', 'demokrat', 'menang', 'prabowo', 'di', 'pilpres', 'joy', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']"
"['goaticid', 'partaisocmed', 'prabowo', 'panggil', 'memed', 'sekarang']","['goaticid', 'partaisocmed', 'prabowo', 'panggil', 'memed', 'sekarang']"
"['digifeeder', 'prabowo', 'gibran', 'tweet', 'gerindra', 'alextham', 'bengkeldodo', 'bentangnegeri', 'xquitavee', 'iamlogan', 'rojeoz', 'raden', 'wijaya', 'sosok', 'capres', 'gemoy', 'yang', 'beri', 'riang', 'gembira', 'kepada', 'masyarakat']","['digifeeder', 'prabowo', 'gibran', 'tweet', 'gerindra', 'alextham', 'bengkeldodo', 'bentangnegeri', 'xquitavee', 'iamlogan', 'rojeoz', 'raden', 'wijaya', 'sosok', 'capres', 'lucu', 'yang', 'beri', 'riang', 'gembira', 'kepada', 'masyarakat']"
"['duh', 'hobi', 'ko', 'julurin', 'lidah', 'si', 'pak', 'kalau', 'calon', 'pimpin', 'itu', 'hobi', 'julurin', 'tangan', 'bantu', 'anak', 'bangsa', 'gaco', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilih', 'baik', 'kela', 'prabowo']","['aduh', 'hobi', 'ko', 'julurin', 'lidah', 'si', 'pak', 'kalau', 'calon', 'pimpin', 'itu', 'hobi', 'julurin', 'tangan', 'bantu', 'anak', 'bangsa', 'gaco', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilih', 'baik', 'kela', 'prabowo']"
"['chaves', 'prabowo', 'tidak_usah', 'ikut', 'debat', 'lah', 'ikut', 'cerdas', 'cermat', 'aja']","['chaves', 'prabowo', 'tidak_perlu', 'ikut', 'debat', 'lah', 'ikut', 'cerdas', 'cermat', 'saja']"
"['ahy', 'minta', 'kader', 'panas', 'mesin', 'partai', 'menang', 'prabowo', 'pada', 'pilpres', 'odd', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']","['ahy', 'minta', 'kader', 'panas', 'mesin', 'partai', 'menang', 'prabowo', 'pada', 'pilpres', 'odd', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']"
"['kalau', 'ini', 'mah', 'tidak_bagi', 'bagi', 'bansos', 'nama', 'pak', 'tapi', 'kampanye', 'sponsor', 'negera', 'gaco', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilih', 'baik', 'kela', 'prabowo']","['kalau', 'ini', 'mah', 'tidak_bagi', 'bagi', 'bansos', 'nama', 'pak', 'tapi', 'kampanye', 'sponsor', 'negera', 'gaco', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilih', 'baik', 'kela', 'prabowo']"
"['tvonenews', 'heuheu', 'nyerang', 'prabowo', 'pake', 'kata', 'oposisi', 'tapi', 'partai', 'di', 'koalisi', 'masih', 'di', 'perintah', 'oposisi', 'ndasmu', 'broo']","['tvonenews', 'heuheu', 'serang', 'prabowo', 'pakai', 'kata', 'oposisi', 'tapi', 'partai', 'di', 'koalisi', 'masih', 'di', 'perintah', 'oposisi', 'ndasmu', 'broo']"
"['ahy', 'instruksi', 'kader', 'demokrat', 'menang', 'prabowo', 'di', 'pilpres', '', 'ij', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']","['ahy', 'instruksi', 'kader', 'demokrat', 'menang', 'prabowo', 'di', 'pilpres', '', 'ij', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']"
"['andre', 'rosiade', 'emang', 'capres', 'goblok', 'prabowo', 'ini', 'tinggal', 'jawab', 'aja', 'dia', 'mau', 'nyelesaikan', 'apa', 'engga', 'bintangaryagun', 'tolak', 'lupa']","['andre', 'rosiade', 'emang', 'capres', 'bodoh', 'prabowo', 'ini', 'tinggal', 'jawab', 'saja', 'dia', 'mau', 'nyelesaikan', 'apa', 'engga', 'bintangaryagun', 'tolak', 'lupa']"
"['ahy', 'instruksi', 'kader', 'demokrat', 'rapat', 'baris', 'menang', 'prabowo', 'rel', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']","['ahy', 'instruksi', 'kader', 'demokrat', 'rapat', 'baris', 'menang', 'prabowo', 'rel', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']"
